target,text,processed_text
0,Ok...,ok
0,Please ask mummy to call father,pleas ask mummi to call father
0,Can come my room but cannot come my house cos my house still messy... Haha...,can come my room but cannot come my hous co my hous still messi haha
0,I have lost 10 kilos as of today!,i have lost kilo as of today
0,Just taste fish curry :-P,just tast fish curri p
0,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,what can i do might accid tookplac between somewher ghodbandar rd traffic move slove so plz slip amp don t worri
0,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,yun ah now wkg where btw if go nu sc wana specialis in wad
0,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,ye i am a one woman man pleas tell me your like and dislik in bed
0,Was doing my test earlier. I appreciate you. Will call you tomorrow.,wa do my test earlier i appreci you will call you tomorrow
0,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",how s my loverboy do what doe he do that keep him from come to hi queen hmmm doesn t he ach to speak to me miss me despar
0,U meet other fren dun wan meet me ah... Muz b a guy rite...,u meet other fren dun wan meet me ah muz b a guy rite
0,"(No promises on when though, haven't even gotten dinner yet)",no promis on when though haven t even gotten dinner yet
0,I got your back! Do you have any dislikes in bed?,i got your back do you have ani dislik in bed
0,o turns out i had stereo love on mi phone under the unknown album.,o turn out i had stereo love on mi phone under the unknown album
1,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,hard live chat just p min choos your girl and connect live call now cheap chat uk s biggest live servic vu bcm wc n xx
0,Yeah I don't see why not,yeah i don t see whi not
0,Asking do u knw them or nt? May be ur frnds or classmates?,ask do u knw them or nt may be ur frnd or classmat
0,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",sorri about earlier put out fire are you around to talk after or do you actual have a life lol
1,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,wow the boy r back take that uk tour win vip ticket pre book with vip club txt club to trackmarqu ltd info vipclub u
0,"As in missionary hook up, doggy hook up, standing...|",as in missionari hook up doggi hook up stand
0,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,then u better go sleep dun disturb u liao u wake up then msg me lor
0,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",fight with the world is easi u either win or lose bt fightng with some who is close to u is dificult if u lose u lose if u win u still lose
0,Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.,am watch hous veri entertain am get the whole hugh lauri thing even with the stick inde especi with the stick
0,Thought praps you meant another one. Goodo! I'll look tomorrow ,thought prap you meant anoth one goodo i ll look tomorrow
0,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.",hi jon pete here ive bin spain recent hav sum dinero left bill said u or ur rent mayb interest in it i hav pe so around tb jame
0,There bold 2  &lt;#&gt; . Is that yours,there bold lt gt is that your
0,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,you know there is i shall speak to you in lt gt minut then
0,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.,alrit hunni wot u up nite didnt end up goin down town ju da pub instead ju chillin at da mo in me bedroom love jen xxx
0,I went to project centre,i went to project centr
0,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,as per your request maangalyam alaipayuth ha been set as your callertun for all caller press to copi your friend callertun
0,Lol yeah at this point I guess not,lol yeah at thi point i guess not
0,Doing project w frens lor. ,do project w fren lor
0,Lol. Well quality aint bad at all so i aint complaining,lol well qualiti aint bad at all so i aint complain
0,"K, can that happen tonight?",k can that happen tonight
1,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",hi thi is mandi sullivan call from hotmix fm you are chosen to receiv in our easter prize draw pleas telephon to claim befor or your prize will be transfer to someon els
0,"I think we're going to finn's now, come",i think we re go to finn s now come
0,Why tired what special there you had,whi tire what special there you had
0,I will come tomorrow di,i will come tomorrow di
0,I cant pick the phone right now. Pls send a message,i cant pick the phone right now pl send a messag
0,K go and sleep well. Take rest:-).,k go and sleep well take rest
0,U guys never invite me anywhere :(,u guy never invit me anywher
1,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,ur go bahama callfreefon and speak to a live oper to claim either bahama cruis of cash onli to opt out txt x to
0,I can do that! I want to please you both inside and outside the bedroom...,i can do that i want to pleas you both insid and outsid the bedroom
0,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.,ey calm downon theacus itxt u co iwana know wotu r doin at thew end haventcn u in age ring me if ur up neth sat love j xxx
0,I love to wine and dine my lady!,i love to wine and dine my ladi
1,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,someon ha conact our date servic and enter your phone becaus they fanci you to find out who it is call from landlin pobox n tf
0,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",i m cool ta luv but v tire caus i have been doin load of plan all wk we have got our social servic inspect at the nurseri take care spk sn x
0,I don know account details..i will ask my mom and send you.my mom is out of reach now.,i don know account detail i will ask my mom and send you my mom is out of reach now
0,I think u have the wrong number.,i think u have the wrong number
0,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),feel yourself that you are alway happi slowli it becom your habit amp final it becom part of your life follow it happi morn amp have a happi day
0,DO NOT B LATE LOVE MUM,do not b late love mum
0,Got it..mail panren paru..,got it mail panren paru
0,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,wa think about chuckin ur red green n black trainner save carryin them bac on train
0,Give one miss from that number please,give one miss from that number pleas
0,Jus came back fr lunch wif my sis only. U leh?,ju came back fr lunch wif my si onli u leh
0,How is your schedule next week? I am out of town this weekend.,how is your schedul next week i am out of town thi weekend
0,Really good:)dhanush rocks once again:),realli good dhanush rock onc again
0,Lmao ok I wont be needing u to do my hair anymore.,lmao ok i wont be need u to do my hair anymor
0,"Miss ya, need ya, want ya, love ya.",miss ya need ya want ya love ya
0,Sorry i'm not free...,sorri i m not free
0,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,do u ever get a song stuck in your head for no reason and it won t go away til u listen to it like time
0,Nt yet chikku..simple habba..hw abt u?,nt yet chikku simpl habba hw abt u
0,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",got ur mail dileep thank you so muchand look forward to lot of support veri less contact here rememb one venugop you mention tomorrow if not late i shall tri to come up till there goodnight dear
0,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,sometim heart remembr someon veri much forget someon soon bcoz heart will not like everyon but like one will be rememb everytim bslvyl
0,Joy's father is John. Then John is the NAME of Joy's father. Mandan,joy s father is john then john is the name of joy s father mandan
1,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,hi ibh custom loyalti offer the new nokia mobil from onli at txtauction txt word start to no get your now t
0,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,hi thi is yiju it s regard the textbook it s intro to algorithm second edit i m sell it for
1,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,sm auction you have won a nokia i thi is what you get when you win our free auction to take part send nokia to now hg suit land row w jhl
0,"K, want us to come by now?",k want us to come by now
0,How. Its a little difficult but its a simple way to enter this place,how it a littl difficult but it a simpl way to enter thi place
0,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,ha both of us do e same thing but i got tv watch u can thk of where go tonight or u alreadi haf smth in mind
0,Dont show yourself. How far. Put new pictures up on facebook.,dont show yourself how far put new pictur up on facebook
0,Watching tv now. I got new job :),watch tv now i got new job
0,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",good afternoon sexi bun how goe the job search i wake and you are my first thought as alway my love i wish your fine and happi and know i ador you
0,"I'm not coming over, do whatever you want",i m not come over do whatev you want
0,"Its ok chikku, and its my 1 of favourite song..:-)",it ok chikku and it my of favourit song
0,Did u see what I posted on your Facebook?,did u see what i post on your facebook
1,Call FREEPHONE 0800 542 0578 now!,call freephon now
1,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,buy space invad a chanc win orig arcad game consol press for game arcad std wap charg see o co uk game term set no purchas
0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",wonder in my world th you th ur style th ur smile th ur person rd ur natur nd ur sm and st ur love friendship good morn dear
1,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",loan for ani purpos homeown tenant welcom have you been previous refus we can still help call free or text back help
1,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,big brother alert the comput ha select u for k cash or voucher call ntt po box cro bt landlin cost ppm mobil vari
0,";-( oh well, c u later",oh well c u later
0,My uncles in Atlanta. Wish you guys a great semester.,my uncl in atlanta wish you guy a great semest
0,No dear i do have free messages without any recharge. Hi hi hi,no dear i do have free messag without ani recharg hi hi hi
0,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",dont search love let love find u that whi it call fall in love bcoz u dont forc yourself u just fall and u know there is smeon to hold u bslvyl
0,I dun believe u. I thk u told him.,i dun believ u i thk u told him
0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",do you know whi god creat gap between your finger so that one who is made for you come amp fill those gap by hold your hand with love
0,Yes:)sura in sun tv.:)lol.,ye sura in sun tv lol
0,Arun can u transfr me d amt,arun can u transfr me d amt
0,Takin a shower now but yeah I'll leave when I'm done,takin a shower now but yeah i ll leav when i m done
0,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,am not work but am up to eye in philosophi so will text u later when a bit more free for chat
0,U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u,u haven t lost me ill alway b here u i didn t intend hurt u but i never knew how u felt about me when iwa marin that s what itri tell urmom i careabout u
1,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",win we have a winner mr t foley won an ipod more excit prize soon so keep an eye on ur mobil or visit www win co uk
0,You bad girl. I can still remember them,you bad girl i can still rememb them
0,How much i gave to you. Morning.,how much i gave to you morn
0,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",i hope your alright babe i worri that you might have felt a bit despar when you learn the job wa a fake i am here wait when you come back my love
0,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",hey can you tell me blake s address carlo want me to meet him there but i got lost and he s not answer hi phone
0,Can i get your opinion on something first?,can i get your opinion on someth first
0,That one week leave i put know that time. Why.,that one week leav i put know that time whi
0,"If we hit it off, you can move in with me :)",if we hit it off you can move in with me
0,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,excel i spent lt gt year in the air forc iraq and afghanistan i am stabl and honest do you like travel
0,I wanna watch that movie,i wanna watch that movi
0,Ok lor thanx... Ü in school?,ok lor thanx in school
0,I'm in class. Did you get my text.,i m in class did you get my text
0,The bus leaves at  &lt;#&gt; ,the bu leav at lt gt
0,God bless.get good sleep my dear...i will pray!,god bless get good sleep my dear i will pray
1,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,today voda number end are select to receiv a award if you have a match pleas call quot claim code standard rate app
0,Do have a nice day today. I love you so dearly.,do have a nice day today i love you so dearli
0,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,aiyo a bit pai seh noe scare he dun rem who i am then die hee but he becom better lookin oredi leh
0,"Aight, I'll ask a few of my roommates",aight i ll ask a few of my roommat
0,"Now, whats your house # again ? And do you have any beer there ?",now what your hous again and do you have ani beer there
0,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?,do all wan meet up n combin all the part how s da rest of da project go
0,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry,get ticket walsal tue th march my mate is get me them on sat ill pay my treat want go txt bak terri
0,Yes we are chatting too.,ye we are chat too
0,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,hi it jess i dont know if you are at work but call me when u can im at home all eve xxx
0,Sian... Aft meeting supervisor got work 2 do liao... U working now?,sian aft meet supervisor got work do liao u work now
0,Are you going to write ccna exam this week??,are you go to write ccna exam thi week
0,Well i will watch shrek in 3D!!B),well i will watch shrek in d b
0,Am i that much dirty fellow?,am i that much dirti fellow
0,Dunno dat's wat he told me. Ok lor...,dunno dat s wat he told me ok lor
0,I'll probably be by tomorrow (or even later tonight if something's going on),i ll probabl be by tomorrow or even later tonight if someth s go on
0,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,i couldn t say no as he is a die man and i feel sad for him so i will go and i just want you to know i would probabl be gone late into your night
0,If you're thinking of lifting me one then no.,if you re think of lift me one then no
0,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,same as u dun wan y u dun like me alreadi ah wat u do now still eat
0,Sent me ur email id soon,sent me ur email id soon
0,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,wat make some peopl dearer is not just de happi dat u feel when u meet them but de pain u feel when u miss dem
0,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",dude what s up how teresa hope you have been okay when i didnt hear from these peopl i call them and they had receiv the packag sinc dec lt gt just thot you ld like to know do have a fantast year and all the best with your read plu if you can realli realli bam first aid for usml then your work is done
0,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,hey gorgeou man my work mobil number is have a good one babe squishi mwah
0,May i call You later Pls,may i call you later pl
1,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",hottest pic straight to your phone see me get wet and want just for you xx text pic to now txt cost p textoper g ga xxx
0,That's the way you should stay oh.,that s the way you should stay oh
0,Hello- thanx for taking that call. I got a job! Starts on monday!,hello thanx for take that call i got a job start on monday
0,What time is ur flight tmr?,what time is ur flight tmr
0,When should I come over?,when should i come over
0,I have a rather prominent bite mark on my right cheek,i have a rather promin bite mark on my right cheek
0,* Will be september by then!,will be septemb by then
0,Are you wet right now?,are you wet right now
0,And how's your husband.,and how s your husband
1,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",hack chat get backdoor entri into chat room at a fraction of the cost repli neo or call to subscrib p pm dp bcm box ldn wc n xx
0,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,are we do the norm tomorrow i finish just a co of st test need to sort librari stuff out at some point tomo got letter from today access til end march so i better get move on
0,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,yeah i got a list with onli u and joanna if i m feel realli anti social
0,I am in your office na.,i am in your offic na
0,Are you comingdown later?,are you comingdown later
0,Super da:)good replacement for murali,super da good replac for murali
0,Da is good good player.why he is unsold.,da is good good player whi he is unsold
0,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,hi do u want to join me with st later meet them at five call u after class
0,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,it on in engalnd but telli ha decid it won t let me watch it and mia and elliot were kiss damn it
1,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",free nokia or motorola with upto mth price linerent free x net min txt mth free b tooth call mobileupd on or call optout d wv
0,I dont want to hear philosophy. Just say what happen,i dont want to hear philosophi just say what happen
0,You got job in wipro:)you will get every thing in life in 2 or 3 years.,you got job in wipro you will get everi thing in life in or year
0,Then cant get da laptop? My matric card wif ü lei... ,then cant get da laptop my matric card wif lei
0,Dunno da next show aft 6 is 850. Toa payoh got 650.,dunno da next show aft is toa payoh got
1,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",thi is the nd time we have tri contact u u have won the pound prize claim is easi call now onli p per min bt nation rate
0,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,i just made some payment so dont have that much sorri would you want it fedex or the other way
0,They did't play one day last year know even though they have very good team.. Like india.,they did t play one day last year know even though they have veri good team like india
0,K.:)you are the only girl waiting in reception ah?,k you are the onli girl wait in recept ah
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",say thi slowli god i love you amp i need you clean my heart with your blood send thi to ten special peopl amp u c miracl tomorrow do it pl pl do it
0,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,i hate when she doe thi she turn what should be a fun shop trip into an annoy day of how everyth would look in her hous
0,"Sir, i am waiting for your call.",sir i am wait for your call
0,What's up. Do you want me to come online?,what s up do you want me to come onlin
0,"It could work, we'll reach a consensus at the next meeting",it could work we ll reach a consensu at the next meet
0,Aiyah then i wait lor. Then u entertain me. Hee...,aiyah then i wait lor then u entertain me hee
0,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",the last thing i ever want to do wa hurt you and i didn t think it would have you d laugh be embarass delet the tag and keep go but as far as i knew it wasn t even up the fact that you even felt like i would do it to hurt you show you realli don t know me at all it wa messi wednesday but it wasn t bad the problem i have with it is you have the time to clean it but you choos not to you skype you take pictur you sleep you want to go out i don t mind a few thing here and there but when you don t make the bed when you throw laundri on top of it when i can t have a friend in the hous becaus i m embarass that there s underwear and bra strewn on the bed pillow on the floor that s someth els you use to be good about at least make the bed
0,I'll let you know when it kicks in,i ll let you know when it kick in
0,You call him now ok i said call him,you call him now ok i said call him
0,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,call to the number which is avail in appoint and ask to connect the call to wahe fathima
0,Or ü go buy wif him then i meet ü later can?,or go buy wif him then i meet later can
0,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,mmmm fuck not fair you know my weak grin push you to your knee s expos my belli and pull your head to it don t forget i know your too wick smile
0,Today my system sh get ready.all is well and i am also in the deep well,today my system sh get readi all is well and i am also in the deep well
0,Mom wants to know where you at,mom want to know where you at
0,"Aight, I'll text you when I'm back",aight i ll text you when i m back
0,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,dont know support ass and srt i thnk i think ps can play through usb too
0,Oh ok i didnt know what you meant. Yep i am baby jontin,oh ok i didnt know what you meant yep i am babi jontin
1,You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on,you have won a guarante cash or a prize to claim yr prize call our custom servic repres on
1,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,would you like to see my xxx pic they are so hot they were nearli ban in the uk
1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonu special pound of genuin hmv voucher to be won just answer easi question play now send hmv to more info www percent real com
0,Watching tv now. I got new job :),watch tv now i got new job
0,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,thi pen thing is beyond a joke wont a biro do don t do a master as can t do thi ever again
0,I AM AT A PARTY WITH ALEX NICHOLS,i am at a parti with alex nichol
1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,u have a secret admir who is look make contact with u find out who they r reveal who think ur so special call on
0,Just seeing your missed call my dear brother. Do have a gr8 day.,just see your miss call my dear brother do have a gr day
0,Ok.. Ü finishing soon?,ok finish soon
0,"Sorry, I can't help you on this.",sorri i can t help you on thi
0,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",come to me slave your do it again go into your shell and unconsci avoid me you are make me unhappi
0,I love your ass! Do you enjoy doggy style? :),i love your ass do you enjoy doggi style
0,I think asking for a gym is the excuse for lazy people. I jog.,i think ask for a gym is the excus for lazi peopl i jog
1,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,dear xxxxxxx u ve been invit to xchat thi is our final attempt to contact u txt chat to p msgrcvdhg suit land row w j hl ldn yr
1,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,urgent pleas call from landlin your abta complimentari tenerif holiday or cash await collect sae t cs box cw wx ppm
0,No. On the way home. So if not for the long dry spell the season would have been over,no on the way home so if not for the long dri spell the season would have been over
0,I gotta collect da car at 6 lei.,i gotta collect da car at lei
0,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,ok but knacker just came home and went to sleep not good at thi full time work lark
0,Probably earlier than that if the station's where I think it is,probabl earlier than that if the station s where i think it is
1,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,call listen to extrem dirti live chat go on in the offic right now total privaci no one know your sic listen p min mp
0,Good Morning plz call me sir,good morn plz call me sir
1,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",freemsg hey u i just got of these video pic fone repli wild to thi txt ill send u my pic hurri up im so bore at work xxx p rcvd stop stop
0,"Uh, heads up we don't have THAT much left",uh head up we don t have that much left
0,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,i tot u outsid co darren say u come shop of cours we nice wat we ju went sim lim look at mp player
0,"Aight, sounds good. When do you want me to come down?",aight sound good when do you want me to come down
0,Wat would u like 4 ur birthday?,wat would u like ur birthday
0,I love working from home :),i love work from home
0,And miss vday the parachute and double coins??? U must not know me very well...,and miss vday the parachut and doubl coin u must not know me veri well
0,"Sorry, I'll call later",sorri i ll call later
0,My sister got placed in birla soft da:-),my sister got place in birla soft da
1,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,free entri in a weekli comp for a chanc to win an ipod txt pod to to get entri std txt rate t c s appli for detail
0,Wah... Okie okie... Muz make use of e unlimited... Haha... ,wah oki oki muz make use of e unlimit haha
0,"There're some people by mu, I'm at the table by lambda",there re some peopl by mu i m at the tabl by lambda
0,And stop being an old man. You get to build snowman snow angels and snowball fights.,and stop be an old man you get to build snowman snow angel and snowbal fight
0,ELLO BABE U OK?,ello babe u ok
0,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,hello beauti r u ok i ve kinda ad a row wiv and he walk out the pub i want a night wiv u miss u
0,Then u going ikea str aft dat?,then u go ikea str aft dat
0,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,becoz it lt gt jan whn al the post ofic is in holiday so she cn go fr the post ofic got it duffer
0,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,lol grr my mom is take forev with my prescript pharmaci is like minut away ugh
0,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,for real tho thi suck i can t even cook my whole electr is out and i m hungri
0,You want to go? ,you want to go
1,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,new textbuddi chat horni guy in ur area just p free receiv search postcod or at gaytextbuddi com txt one name to rpl stop cnl
0,Its not that time of the month nor mid of the time?,it not that time of the month nor mid of the time
0,Fffff. Can you text kadeem or are you too far gone,fffff can you text kadeem or are you too far gone
0,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,we not leav yet ok lor then we go elsewher n eat u thk
0,Is fujitsu s series lifebook good?,is fujitsu s seri lifebook good
0,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,yar i want scold u yest but late alreadi i where got zhong se qing you if u ask me b he ask me then i ll go out w u all lor n u still can act so real
0,Dont know you bring some food,dont know you bring some food
0,No current and food here. I am alone also,no current and food here i am alon also
0,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,i ll be in sch fr i dun haf da book in sch it s at home
0,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,hello they are go to the villag pub at so either come here or there accordingli ok
0,Ok,ok
0,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,we don call like lt gt time oh no give us hypertens oh
0,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",dont give a monkey wot they think and i certainli don t mind ani friend of mine all that just don t sleep wiv that wud be annoyin
0,Omg it could snow here tonite!,omg it could snow here tonit
1,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,call from tell u call to claim prize u have enter all ur mobil person detail the prompt care
